table,informant,module,variable,layer,status,disorder,label,value_labels,admin_codes,derivative
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001___7,item,,,Changing in front of others,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001___8,item,,,Talking in any social situation,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001___9,item,,,Having a conversation with someone your child doesn't know well,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001___10,item,,,Other (specify),"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001__01___1,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: Talking in class,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001__01___2,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: Writing on the chalkboard,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001__01___3,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: Going to parties,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001__01___4,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: Giving oral presentations,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001__01___5,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: Eating in front of others,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001__01___6,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: Using public bathrooms,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001__01___7,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: Changing in front of others,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001__01___8,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: Talking in any social situation,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001__01___9,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: Having a conversation with someone your child doesn't know well,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_001__01___10,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: Other,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_002,item,,,"In the past two weeks, how often has your child avoided or tried to avoid these situations, or endured it with great distress?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_003___1,item,,,What makes your child anxious in these situations [Multi-select]: Fears people will see he or she is anxious,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_003___2,item,,,What makes your child anxious in these situations [Multi-select]: Fears people will think badly of him or her,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_003___3,item,,,What makes your child anxious in these situations [Multi-select]: Fears he or she will be humiliated or embarrassed,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_003___4,item,,,What makes your child anxious in these situations [Multi-select]: Fears he or she will be rejected,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_003___5,item,,,What makes your child anxious in these situations [Multi-select]: Fears he or she will offend someone,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_003___6,item,,,What makes your child anxious in these situations [Multi-select]: Other,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_004,item,,,"Do you think your child is more afraid in these situations than he or she needs to be, or more uncomfortable in social situations than other kids your child's age?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_005___1,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: With friends,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_005___2,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: With family,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_005___3,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: At school,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_005___4,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: At work,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_005___5,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: In after school activities,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_005___6,item,,,Does feeling anxious in social situations cause problems for your child in any of the following areas [Multi-select]: In other places or times,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_006,item,,,How much discomfort or distress did feeling anxious in social situations cause your child?,{},,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__screen__past_001,item,,,"Was there ever a time, for a month or longer, that your child felt super shy and uncomfortable in different social situations?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__screen__past_001__01__mo,item,,,"When was that? If your child felt that way more than once, let me know when it was the worst - Month",{},,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__screen__past_001__01__yr,item,,,"When was that? If your child felt that way more than once, let me know when it was the worst - Year",{},,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__screen__past_001__02,item,,,"Was there ever another time, for a month or longer, that your child felt super shy and uncomfortable in different social situations?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__screen__pres_001,item,,,"In the past two weeks, how often has your child felt super shy and really uncomfortable in social situations, like talking in class or talking with kids outside their family?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__screen__pres_001__01__mo,item,,,Your child felt super shy and really uncomfortable in social situations: When did this begin for your child - Month,{},,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__screen__pres_001__01__yr,item,,,Your child felt super shy and really uncomfortable in social situations: When did this begin for your child - Year,{},,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx_001,other,,,Social anxiety symptoms: Did these symptoms start shortly after a significant life event or stressor?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__anx__past_sx,item,,,Symptom: Social situations invariably provoke anxiety - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__anx__pres_sx,item,,,Symptom: Social situations invariably provoke anxiety - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__avoid__past_sx,item,,,Symptom: Social situations avoided or endured with distress - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__avoid__pres_sx,item,,,Symptom: Social situations avoided or endured with distress - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__clndistrs__past_sx,item,,,Symptom: Clinically significant distress due to social anxiety - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__clndistrs__pres_sx,item,,,Symptom: Clinically significant distress due to social anxiety - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__dur6mo__past_sx,item,,,"Symptom: Social anxiety, duration lasting at least 6 months - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__dur6mo__pres_sx,item,,,"Symptom: Social anxiety, duration lasting at least 6 months - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__evntstrsr__pres_sx,item,,,Symptom: Life event or stressor social - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__fear__past_sx,item,,,Symptom: Fear of social situations - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__fear__pres_sx,item,,,Symptom: Fear of social situations - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__fearexcess__past_sx,item,,,Symptom: Social fear is excessive given threat or sociocultural context - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__fearexcess__pres_sx,item,,,Symptom: Social fear is excessive given threat or sociocultural context - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__impfunct__past_sx,item,,,Symptom: Impairment in functioning due to social anxiety - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__impfunct__pres_sx,item,,,Symptom: Impairment in functioning due to social anxiety - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__oth__mindur__past_dx,diagnosis,past,oth__mindur,"Diagnosis: Other specified anxiety disorder, social anxiety disorder (impairment does not meet minimum duration) (F41.8) - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__oth__mindur__pres_dx,diagnosis,present,oth__mindur,"Diagnosis: Other specified anxiety disorder, social anxiety disorder (impairment does not meet minimum duration) (F41.8) - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__past__sx_mean,summary,,,KSADS - Social Anxiety Disorder [Parent] (Symptom - Past): Mean [Validation: No more than 0 missing or declined],{},,True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__past_dx,diagnosis,past,,Diagnosis: Social anxiety disorder (F40.10) - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres__sx_mean,summary,,,KSADS - Social Anxiety Disorder [Parent] (Symptom - Present): Mean [Validation: No more than 0 missing or declined],{},,True
mh_p_ksads__socanx,parent,socanx,mh_p_ksads__socanx__pres_dx,diagnosis,present,,Diagnosis: Social anxiety disorder (F40.10) - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic_age,meta,,,"KSADS - Suicidality [Parent]: Youth's age at data collection (Note: if table-specific date/time is missing, the age at visit start is used)",{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic_dtt,meta,,,KSADS - Suicidality [Parent]: Date/time of collection start,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_001,item,,,"You mentioned that in the past, your child did some things to hurt himself or herself, like scratching, cutting, or burning themself. Was your child trying to kill him or herself by doing these things?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_001__01,item,,,"Your child did some things to hurt himself or herself, like scratching, cutting, or burning themself.: Did your child think that he or she had at least some chance that they would die as a result of what they did?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_002,item,,,Did your child think about how they would do it (even if they had no intention of actually doing it)?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_002__01__mo,item,,,You mentioned in the past your child thought about actually wanting to kill himself or herself. When was that - Month,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_002__01__yr,item,,,You mentioned in the past your child thought about actually wanting to kill himself or herself. When was that - Year,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_003,item,,,"Back then, at any point did your child have some intention on acting on these thoughts, even if they weren't 100% sure they would do it?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_004,item,,,"Did your child think through the details of exactly how he or she would do it, for instance, decide on a specific place or time?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_005___0,item,,,"You mentioned that in the past, your child wished he or she were dead or thought he or she would be better off dead. Back then, did he or she make any preparations for killing himself or herself [Multi-select]: None; did not make any prepar","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_005___1,item,,,"You mentioned that in the past, your child wished he or she were dead or thought he or she would be better off dead. Back then, did he or she make any preparations for killing himself or herself [Multi-select]: Bought or stored pills","{""0"": ""None; I have not made any preparations"", ""1"": ""Bought or stored pills"", ""2"": ""Obtained a knife"", ""3"": ""Obtained a gun"", ""4"": ""Obtained a rope"", ""5"": ""Gave away my things"", ""6"": ""Wrote a suicide note"", ""7"": ""Researched methods on internet"", ""8"": ""Other (type in)""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_005___2,item,,,"You mentioned that in the past, your child wished he or she were dead or thought he or she would be better off dead. Back then, did he or she make any preparations for killing himself or herself [Multi-select]: Obtained a knife","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_005___3,item,,,"You mentioned that in the past, your child wished he or she were dead or thought he or she would be better off dead. Back then, did he or she make any preparations for killing himself or herself [Multi-select]: Obtained a gun","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_005___4,item,,,"You mentioned that in the past, your child wished he or she were dead or thought he or she would be better off dead. Back then, did he or she make any preparations for killing himself or herself [Multi-select]: Obtained a rope","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_005___5,item,,,"You mentioned that in the past, your child wished he or she were dead or thought he or she would be better off dead. Back then, did he or she make any preparations for killing himself or herself [Multi-select]: Gave away his or her things","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_005___6,item,,,"You mentioned that in the past, your child wished he or she were dead or thought he or she would be better off dead. Back then, did he or she make any preparations for killing himself or herself [Multi-select]: Wrote a suicide note","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_005___7,item,,,"You mentioned that in the past, your child wished he or she were dead or thought he or she would be better off dead. Back then, did he or she make any preparations for killing himself or herself [Multi-select]: Researched methods on interne","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_005___8,item,,,"You mentioned that in the past, your child wished he or she were dead or thought he or she would be better off dead. Back then, did he or she make any preparations for killing himself or herself [Multi-select]: Other","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_006,item,,,"Back then, did your child start to do something to end their life, but either stopped themself or were interrupted by someone else (for example, your child was about to take pills or had a gun ready, or was about to jump or hang themself, b","{""1"": ""Yes, but I stopped myself"", ""2"": ""No, I did not start an attempt"", ""3"": ""Yes, but I was stopped by someone else""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007,item,,,You mentioned that there was a time in the past when your child made a suicide attempt. How many times in the past has your child attempted suicide?,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__01__mo,item,,,First time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Month,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__01__yr,item,,,First time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Year,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__02__mo,item,,,Second time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Month,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__02__yr,item,,,Second time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Year,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__03__mo,item,,,Third time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Month,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__03__yr,item,,,Third time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Year,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__04__mo,item,,,Fourth time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Month,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__04__yr,item,,,Fourth time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Year,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__05__mo,item,,,Fifth time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Month,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__05__yr,item,,,Fifth time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Year,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__06__mo,item,,,Sixth time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Month,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__06__yr,item,,,Sixth time: You mentioned that there was a time in the past when your child made a suicide attempt. When did this happen to your child - Year,{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__07__01,item,,,First time: Did your child think that they had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__07__02,item,,,Second time: Did your child think that they had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__07__03,item,,,Third time: Did your child think that they had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__07__04,item,,,Fourth time: Did your child think that they had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__07__05,item,,,Fifth time: Did your child think that they had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past_007__07__06,item,,,Sixth time: Did your child think that they had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_001,item,,,"You mentioned that in the past two weeks your child did some things to hurt himself or herself, like scratching, cutting, or burning themself. Was your child trying to kill themself when he or she did these things?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_001__01,item,,,Did your child think that he or she had at least some chance that they would die as a result of what they did?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_002,item,,,You mentioned in the past two weeks your child thought about actually wanting to kill himself or herself. Has your child thought about how they would do it (even if they had no intention of actually doing it)?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_003,item,,,"At any point in the past two weeks did your child have some intention on acting on these thoughts, even if they weren't 100% sure they would do it?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_004,item,,,"In the past two weeks, did your child think through the details of how he or she would do it, for instance, decide on a specific method, place, or time?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_005___0,item,,,You mentioned earlier that in the past two weeks your child had thoughts that he or she wished that they were dead. Has your child made any preparations for killing him/herself [Multi-select]: None; did not make any preparations,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_005___1,item,,,You mentioned earlier that in the past two weeks your child had thoughts that he or she wished that they were dead. Has your child made any preparations for killing him/herself [Multi-select]: Bought or stored pills,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_005___2,item,,,You mentioned earlier that in the past two weeks your child had thoughts that he or she wished that they were dead. Has your child made any preparations for killing him/herself [Multi-select]: Obtained a knife,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_005___3,item,,,You mentioned earlier that in the past two weeks your child had thoughts that he or she wished that they were dead. Has your child made any preparations for killing him/herself [Multi-select]: Obtained a gun,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_005___4,item,,,You mentioned earlier that in the past two weeks your child had thoughts that he or she wished that they were dead. Has your child made any preparations for killing him/herself [Multi-select]: Obtained a rope,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_005___5,item,,,You mentioned earlier that in the past two weeks your child had thoughts that he or she wished that they were dead. Has your child made any preparations for killing him/herself [Multi-select]: Gave away his or her things,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_005___6,item,,,You mentioned earlier that in the past two weeks your child had thoughts that he or she wished that they were dead. Has your child made any preparations for killing him/herself [Multi-select]: Wrote a suicide note,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_005___7,item,,,You mentioned earlier that in the past two weeks your child had thoughts that he or she wished that they were dead. Has your child made any preparations for killing him/herself [Multi-select]: Researched methods on internet,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_005___8,item,,,You mentioned earlier that in the past two weeks your child had thoughts that he or she wished that they were dead. Has your child made any preparations for killing him/herself [Multi-select]: Other (type in),"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_006,item,,,"In the past two weeks did your child start to do something to end his or her life, but either stopped themself or were interrupted by someone else (for example, your child was about to take pills or had a gun ready, or was about to jump or ","{""1"": ""Yes, but I stopped myself"", ""2"": ""No, I did not start an attempt"", ""3"": ""Yes, but I was stopped by someone else""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_007___1,item,,,You mentioned that in the past two weeks your child had made a suicide attempt. What did your child do [Multi-select]: Took pills,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_007___2,item,,,You mentioned that in the past two weeks your child had made a suicide attempt. What did your child do [Multi-select]: With a gun,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_007___3,item,,,You mentioned that in the past two weeks your child had made a suicide attempt. What did your child do [Multi-select]: By hanging,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_007___4,item,,,You mentioned that in the past two weeks your child had made a suicide attempt. What did your child do [Multi-select]: By jumping,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_007___5,item,,,You mentioned that in the past two weeks your child had made a suicide attempt. What did your child do [Multi-select]: By cutting,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_007___6,item,,,You mentioned that in the past two weeks your child had made a suicide attempt. What did your child do [Multi-select]: Other,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pres_007__01,item,,,Did your child think that he or she had at least some chance of dying as a result?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_001,item,,,"Was there ever a time in the past when your child did things to hurt himself or herself on purpose because your child was upset, like cut, scratch or burn himself or herself?","{""0"": ""No"", ""1"": ""Yes""}",,False
